"group_id","artifact_id","desc","tags"
"com.github.ldaniels528","scalajs-browser-core_sjs0.6_2.11","Scala.js browser/DOM bindings","github=browser=scala=scalajs"
"de.dentrassi.eclipse.neoscada.core","org.eclipse.scada.ca.oscar","Eclipse SCADA OSCAR File Utils (Incubation)","eclipse"
"io.circe","circe-parser_sjs0.6_2.11","circe parser","io=parser"
"io.circe","circe-core_sjs0.6_2.11","circe core","io=json"
"com.github.japgolly.scalacss","ext-react_sjs0.6_2.12","extReact","github"
"com.github.japgolly.scalajs-react","core_sjs0.6_2.12","core","github=scala=scalajs"
"com.github.julien-truffaut","monocle-core_sjs0.6_2.12","core","github=optics=functional"
"com.github.julien-truffaut","monocle-macro_sjs0.6_2.12","macros","github=macro"
"org.webjars.bowergithub.polymerelements","iron-a11y-keys-behavior","WebJar for iron-a11y-keys-behavior","web=assets"
"org.apache.parquet","parquet-scala_2.10","Apache Parquet Scala","parquet=serialization=apache=scala=column"
"com.typesafe.akka","akka-actor_2.12.0-RC1","Akka is a toolkit for building highly concurrent, distributed, and resilient message-driven applications for Java and Scala.","actor=akka=distributed=concurrency=typesafe"
"org.apereo.cas","cas-server-support-surrogate-authentication","cas-server-support-surrogate-authentication","support=server=authentication"
"com.typesafe.slick","slick-hikaricp_2.11","HikariCP integration for Slick (Scala Language-Integrated Connection Kit)","typesafe"
"com.typesafe.akka","akka-stream-kafka_2.12","Alpakka is a Reactive Enterprise Integration library for Java and Scala, based on Reactive Streams and Akka.","actor=streaming=akka=kafka=distributed=concurrency=typesafe"
"org.typelevel","alleycats-core_2.11","Alleycats core",""
"eu.timepit","refined-scalacheck_2.12","Simple refinement types for Scala","scala"
"com.ubirch.util","mongo-utils_2.11","MongoDB related utils","mongodb"
"com.srotya.tau","wraith-engine","An efficient event correlation library","engine"
"com.squareup.retrofit2","converter-scalars","A Retrofit Converter for Java's scalar value types.",""
"de.dentrassi.eclipse.neoscada.hmi","org.eclipse.scada.da.ui.styles","Eclipse SCADA DA Styles (Incubation)","eclipse=ui"
"org.scalamock","scalamock_2.12","scalamock",""
"com.google.cloud","google-cloud-storage","Java idiomatic client for Google Cloud Storage.","google=cloud=storage"
"de.dentrassi.eclipse.neoscada.core","org.eclipse.scada.ae.server.storage","Eclipse SCADA A&E Storage Interface Plug-in (Incubation)","server=eclipse=storage"
"de.dentrassi.eclipse.neoscada.core","org.eclipse.scada.ae.monitor.common","AE Common Monitors Plug-in (Incubation)","monitor=eclipse"
"de.dentrassi.eclipse.neoscada.ide","org.eclipse.scada.configuration.component.lib","Component Configuration Library (Incubation)","eclipse=ide=library=config"
"org.eclipse.neoscada.ide","org.eclipse.scada.configuration.infrastructure.lib","Infrastructure Generator Library (Incubation)","eclipse=ide=library=config"
"org.apache.kafka","kafka_2.12","Apache Kafka","streaming=kafka=broker=apache=message"
"com.ubirch.util","response-util_2.11","HTTP Response Utils",""
"org.scalatestplus.play","scalatestplus-play_2.12","scalatestplus-play",""
"org.ensime","api_2.11","api","api"
"org.mobicents.protocols.ss7.management","shell-server-api","Restcomm JSS7 :: Management :: Shell Server API","server=shell=management=api=protocol"
"org.mobicents.protocols.ss7.congestion","congestion","Restcomm JSS7 :: Congestion :: Congestion","protocol"
"org.mobicents.protocols.ss7.management","shell-transport","Restcomm JSS7 :: Management :: Shell Transport","protocol=shell=transport=management"
"org.mobicents.protocols.ss7.management","shell-server-impl","Restcomm JSS7 :: Management :: Shell Server Impl","protocol=server=shell=management"
"org.mobicents.protocols.ss7.scheduler","scheduler","Restcomm JSS7 :: Scheduler :: Scheduler","protocol=scheduling"
"org.eclipse.neoscada.utils","org.eclipse.scada.ui.blink","Eclipse SCADA UI Blinking (Incubation)","eclipse=ui"
"com.sksamuel.avro4s","avro4s-core_2.12","avro4s-core","protocol=serialization=avro"
"com.lightbend.akka.management","akka-management_2.12","Akka Management is a suite of tools for operating Akka Clusters.","actor=akka=distributed=lightbend=concurrency=management"
"de.dentrassi.eclipse.neoscada.hmi","org.eclipse.scada.da.ui","Eclipse SCADA DA UI (Incubation)","eclipse=ui"
"de.dentrassi.eclipse.neoscada.hmi","org.eclipse.scada.da.ui.common","Common DA UI Components (Incubation)","eclipse=ui"
"com.propensive","contextual_2.11","contextual",""
"com.thoughtworks.deeplearning","plugins-implicitssingleton_2.11","plugins-ImplicitsSingleton","plugin=machine-learning=deep-learning"
"io.github.amrhassan","scalacheck-cats_2.12","scalacheck-cats","github=scala=io"
"org.spire-math","cats-core_sjs0.6_2.11","core","math"
"com.spingo","op-rabbit-core_2.12","op-rabbit-core",""
"de.dentrassi.eclipse.neoscada.chart","org.eclipse.scada.chart.swt","Eclipse SCADA SWT Chart View","swt=eclipse=visualization=ui=chart"
"org.eclipse.neoscada.core","org.eclipse.scada.da.connection.provider","Eclipse SCADA DA Connection Provider (Incubation)","provider=eclipse=connection"
"org.eclipse.neoscada.ide","org.eclipse.scada.configuration.world.lib","World Generator (Incubation)","eclipse=ide=library=config"
"org.webjars.npm","angular__core","WebJar for @angular/core","angular=web=assets"
"org.webjars.npm","angular__common","WebJar for @angular/common","angular=web=assets"
"org.webjars.npm","angular__compiler","WebJar for @angular/compiler","compiler=angular=web=assets"
"org.webjars.npm","angular__platform-browser","WebJar for @angular/platform-browser","assets=browser=angular=web=platform"
"org.webjars.npm","angular__platform-browser-dynamic","WebJar for @angular/platform-browser-dynamic","assets=browser=angular=web=platform"
"org.webjars.npm","zone.js","WebJar for zone.js","web=assets"
"io.circe","circe-shapes_2.12","circe shapes","io"
"org.elasticsearch.client","elasticsearch-rest-high-level-client","Elasticsearch subproject :client:rest-high-level","rest=elasticsearch=elastic=client=search"
"com.twitter","finagle-thrift_2.12","finagle-thrift","communication=serialization=finagle=distributed=thrift=twitter=remoting=protocol"
"com.sksamuel.scapegoat","scalac-scapegoat-plugin_2.12","Scala compiler plugin for static code analysis","plugin"
"io.vertx","vertx-circuit-breaker","Vert.x Circuit Breaker","vertx=io"
"org.xhtmlrenderer","flying-saucer-pdf-openpdf","Flying Saucer is a CSS 2.1 renderer written in Java. This artifact supports PDF output. (OpenPDF)","pdf"
"com.google.cloud.bigdataoss","gcs-connector","An implementation of org.apache.hadoop.fs.FileSystem targeting Google Cloud Storage","google=cloud=connector"
"org.apereo.cas","cas-server-support-saml-idp-ticket","cas-server-support-saml-idp-ticket","support=server"
"org.apereo.cas","cas-server-support-saml-idp-metadata","cas-server-support-saml-idp-metadata","support=server=metadata"
"com.github.hyukjinkwon","hive-common","Hive Common","github"
"com.twitter","chill_2.12","chill","twitter=serialization"
"org.eclipse.neoscada.core","org.eclipse.scada.core.ngp","Eclipse SCADA Core NGP (Incubation)","eclipse"
"org.eclipse.neoscada.core","org.eclipse.scada.core.ngp.common","Common SCADA related NGP Tools (Incubation)","eclipse"
"com.github.finagle","finch-json-test_2.12","jsonTest","github=testing=json=finagle"
"com.google.elemental2","elemental2-core","Thin Java abstractions for the standard built-in objects for Javascript.","google"
"de.wayofquality.blended","blended.akka.http","Provide Akka HTTP support","actor=akka=distributed=concurrency=http"
"com.lightbend.akka.management","akka-management-cluster-bootstrap_2.12","Akka Management is a suite of tools for operating Akka Clusters.","actor=akka=cluster=distributed=lightbend=concurrency=management=bootstrap"
"io.circe","circe-generic-extras_2.11","genericExtras","io"
"org.eclipse.ditto","ditto-services-base","Eclipse Ditto is a framework for creating and managing digital twins in the IoT.","service=eclipse"
"com.twitter","finagle-kestrelx_2.11","finagle-kestrelx","finagle=twitter"
"io.fsq","exceptionator-model-io_2.11","Foursquare's exception aggregator built on top of twitter finagle and mongodb.","model=io"
"io.fsq","exceptionator-util_2.11","Foursquare's exception aggregator built on top of twitter finagle and mongodb.","io"
"com.vaadin","flow-test-generic","Flow Generic Test Utilities","web-framework=gwt=testing"
"com.vaadin","flow-data","Flow Data","web-framework=gwt=data"
"com.vaadin","flow-component-demo-helpers","Includes a server and a base view for creating component demos","web-framework=gwt=example"
"ch.epfl.lamp","dotty-interfaces","dotty-interfaces","interface"
"org.scala-lang.modules","scala-asm","scala-asm","module=bytecode=scala"
"org.jline","jline-reader","JLine Reader","command-line=reader"
"org.jline","jline-terminal","JLine Terminal","command-line"
"io.ktor","ktor-server-core","Ktor is a framework for quickly creating web applications in Kotlin with minimal effort.","server=io"
"org.jresearch.commons.gwt.base","org.jresearch.commons.gwt.base.shared","JRS GWT commons","gwt=ui"
"com.github.j5ik2o","reactive-aws-kinesis-core_2.11","reactive-aws-kinesis-core","github=amazon=aws=reactive"
"org.eclipse.dirigible","dirigible-database-h2","Database H2","eclipse"
"org.eclipse.dirigible","dirigible-resources","Resources","eclipse=resource"
"org.eclipse.dirigible","dirigible-cms-api","CMS API","eclipse=api"
"org.eclipse.dirigible","dirigible-engine","Engine","eclipse=engine"
"org.eclipse.dirigible","dirigible-services","Services","eclipse=service"
"org.eclipse.dirigible","dirigible-core","Core","eclipse"
"org.eclipse.dirigible","dirigible-database","Database","eclipse"
"org.eclipse.dirigible","dirigible-repository-master","Repository Master","repository=eclipse"
"org.eclipse.dirigible","dirigible-repository","Repository","eclipse=repository"
"org.eclipse.dirigible","dirigible-api","API","eclipse=api"
"com.github.j5ik2o","reactive-aws-dynamodb-core_2.11","reactive-aws-dynamodb-core","database=github=aws=amazon=dynamodb=reactive"
"de.sciss","fileutil_2.13.0-M5","Simple Scala enrichtments for java.io.File",""
"de.sciss","lucre-bdb_2.13.0-M5","Extension of Scala-STM, adding optional durability layer, and providing API for confluent and reactive event layers",""
"org.scalameta","inputs_native0.3_2.11","Scalameta APIs for source code","scala"
"org.scalameta","dialects_native0.3_2.11","Scalameta dialects","scala"
"org.scalameta","common_native0.3_2.11","Bag of private and public helpers used in scalameta APIs and implementations","scala"
"com.github.j5ik2o","reactive-aws-kinesis-core_2.12","reactive-aws-kinesis-core","github=amazon=aws=reactive"
"org.jresearch.gavka","org.jresearch.gavka.domain","Jresearch root pom",""
"org.jresearch.gavka","org.jresearch.gavka.rest.api","Jresearch root pom","rest=api"
"com.rnkrsoft.reflection4j","reflection4j","reflection library for java",""
"com.rnkrsoft.logtrace4j","logtrace4j","trace log library",""
"com.clovellytech","h4sm-db_2.12","h4sm-db",""
"com.github.j5ik2o","reactive-dynamodb-test_2.11","reactive-dynamodb-test","database=github=aws=dynamodb=reactive=testing"
"org.nutz","nutzboot-starter-wkcache","NutzBoot, micoservice base on Nutz","starter"
"org.nutz","nutzboot-starter-redis","NutzBoot, micoservice base on Nutz","redis=database=starter"
"cn.wizzer.app","wk-common","Wk Common",""
"cn.wizzer.app","wk-model","Wk Model","model"
"cn.wizzer","wk-framework","Wk Framework","framework"
"org.netbeans.api","org-netbeans-modules-editor-util","NetBeans Modules Editor Utilities","module=ide=editor=api=netbeans"
"org.netbeans.api","org-netbeans-modules-parsing-api","NetBeans Modules Parsing API","module=parser=ide=api=netbeans"
"org.netbeans.api","org-netbeans-modules-project-ant","NetBeans Modules Project Ant","module=ant=ide=api=netbeans"
"org.eclipse.emf.ecore","org.eclipse.emf.ecore","EMF Ecore","eclipse"
"org.eclipse.emf.ecore.xmi","org.eclipse.emf.ecore.xmi","EMF XML/XMI Persistence","eclipse"
"org.eclipse.core","org.eclipse.core.databinding.observable","Eclipse Core Databinding Observable","eclipse=binding"
"org.eclipse.emf.edit","org.eclipse.emf.edit","EMF Edit","eclipse"
"org.eclipse.core","org.eclipse.core.databinding.property","Eclipse Core Databinding Property","eclipse=binding"
"org.eclipse.emf.ecore.edit","org.eclipse.emf.ecore.edit","EMF Ecore Edit","eclipse"
"org.eclipse.wst.command.env","core","Environment Command Framework core","eclipse"
"org.eclipse.emf.edit.ui","org.eclipse.emf.edit.ui","EMF Edit UI","eclipse=ui"
"org.eclipse.emf.common","org.eclipse.emf.common","Eclipse EMF Common","eclipse"
"org.eclipse.wst.command.env","ui","Environment Command Framework GUI","eclipse=ui"
